x_axis,y_axis,is_anomaly
0,1.9308438,0
1,2.275069,0
2,1.2845315,0
3,0.81723205,0
4,-5.2092143,0
5,45.522343,0
6,42.024105,0
7,-2.1527532,0
8,-12.880353,0
9,-12.22931,0
10,-10.671916,0
11,-7.9794456,0
12,-7.6301717,0
13,-6.3635542,0
14,-6.3195261,0
15,-8.2231232,0
16,-7.8772106,0
17,-9.7328112,0
18,-8.9673786,0
19,-8.8620321,0
20,-7.6763617,0
21,-4.6137614,0
22,-1.8333104,0
23,-2.619205,0
24,-1.5454549,0
25,-0.87331093,0
26,-1.5589019,0
27,-2.2941793,0
28,0.50624435,0
29,-0.91009586,0
30,1.8752536,0
31,1.2883264,0
32,2.2495285,0
33,2.0721242,0
34,1.9891668,0
35,-3.5954493,0
36,31.731198,0
37,61.678734,0
38,13.069993,0
39,-3.7332373,0
40,-3.8993024,0
41,-4.8945832,0
42,-3.9316939,0
43,-4.466836,0
44,-2.9891004,0
45,-3.0653517,0
46,-0.82278226,0
47,-3.0692667,0
48,-1.7276857,0
49,-0.85370039,0
50,-0.55361995,0
51,1.4956017,0
52,2.7568161,0
53,2.6661626,0
54,1.0738623,0
55,2.2197055,0
56,0.40060848,0
57,-0.39973131,0
58,1.328256,0
59,3.4837552,0
60,2.2392976,0
61,2.48307,0
62,2.9828367,0
63,3.3665504,0
64,3.2181977,0
65,1.4812683,0
66,-3.1166641,0
67,39.894902,0
68,57.01456,0
69,2.3638371,0
70,-10.222047,0
71,-11.403963,0
72,-11.316675,0
73,-10.049023,0
74,-6.6065306,0
75,-6.658988,0
76,-5.4207405,0
77,-6.3901663,0
78,-5.6066661,0
79,-6.3442551,0
80,-6.077909,0
81,-5.6954086,0
82,-3.2062219,0
83,-3.4719937,0
84,-3.8197926,0
85,-1.5907676,0
86,0.78016208,0
87,-0.13886214,0
88,-2.4991178,0
89,0.42668899,0
90,1.0639516,0
91,0.59881189,0
92,0.35564357,0
93,-0.44446074,0
94,0.58234005,0
95,0.50917448,0
96,0.3919058,0
97,-6.4571817,0
98,38.222769,0
99,54.874983,0
100,0.59438202,0
101,-10.169522,0
102,-10.903581,0
103,-11.885752,0
104,-10.736924,0
105,-8.0449332,0
106,-6.6479291,0
107,-6.2528906,0
108,-5.2706976,0
109,-6.304143,0
110,-7.1990252,0
111,-6.7237697,0
112,-7.0513987,0
113,-5.109635,0
114,-6.1712379,0
115,-5.5937951,0
116,-5.5291359,0
117,-3.9232396,0
118,-2.3198852,0
119,-4.3379522,0
120,-2.228083,0
121,-0.38041305,0
122,0.65789979,0
123,1.5510601,0
124,0.51931222,0
125,-0.20651836,0
126,0.6066574,0
127,0.36863469,0
128,-2.2388805,0
129,18.713248,0
130,59.287396,0
131,14.500789,0
132,-7.0704396,0
133,-10.586938,0
134,-9.3865309,0
135,-7.4725777,0
136,-6.0957179,0
137,-5.8981045,0
138,-4.7074071,0
139,-6.2246141,0
140,-5.1689768,0
141,-4.2841983,0
142,-4.5394039,0
143,-4.1528424,0
144,-3.8794689,0
145,-3.5935105,0
146,-0.28916904,0
147,0.80332505,0
148,0.66289639,0
149,1.4594,0
150,-0.25931867,0
151,0.076261233,0
152,2.3586593,0
153,1.8098506,0
154,3.9709189,0
155,2.2319203,0
156,3.8960932,0
157,2.9519161,0
158,2.596427,0
159,2.0009558,0
160,15.680811,0
161,62.024432,0
162,22.560774,0
163,-4.4019054,0
164,-9.0424495,0
165,-6.6506785,0
166,-6.6448984,0
167,-4.5979013,0
168,-3.6625405,0
169,-3.1914609,0
170,-2.3570702,0
171,-4.7950346,0
172,-5.3314273,0
173,-5.5398042,0
174,-1.4929136,0
175,-1.6422495,0
176,-1.9900013,0
177,-1.3509616,0
178,-1.3079761,0
179,-2.0087647,0
180,-0.22571952,0
181,-1.5347287,0
182,-0.61195046,0
183,1.2832897,0
184,-0.66296125,0
185,-0.097586615,0
186,-0.29166148,0
187,0.42327153,0
188,-1.2668933,0
189,-1.5578168,0
190,-3.4572723,0
191,11.692603,0
192,57.627605,0
193,18.482402,0
194,-6.5993492,0
195,-9.6210786,0
196,-8.9315239,0
197,-8.8395974,0
198,-7.9168511,0
199,-7.1928172,0
200,-4.4877267,0
201,-5.2156361,0
202,-6.7712009,0
203,-6.6677538,0
204,-6.6539048,0
205,-5.5914234,0
206,-1.4214881,0
207,-0.50678728,0
208,0.16172616,0
209,0.80260659,0
210,0.32280043,0
211,1.4848311,0
212,1.2669035,0
213,2.3702994,0
214,4.7729345,0
215,5.1677979,0
216,4.2105733,0
217,3.6986708,0
218,5.1295338,0
219,5.3717143,0
220,3.8390376,0
221,2.1715226,0
222,15.599309,0
223,61.895575,0
224,22.38541,0
225,-5.0612939,0
226,-10.83165,0
227,-8.0059705,0
228,-8.9020728,0
229,-7.8712454,0
230,-6.2907221,0
231,-5.028503,0
232,-6.2054872,0
233,-6.9523651,0
234,-4.5198195,0
235,-4.694257,0
236,-4.1306151,0
237,-3.1583568,0
238,-3.6081059,0
239,-2.6158209,0
240,-2.2735218,0
241,-1.8643196,0
242,-1.9224886,0
243,-2.3999994,0
244,-1.3511432,0
245,1.1971026,0
246,2.0056663,0
247,2.5546313,0
248,1.4156743,0
249,2.4851767,0
250,1.8317895,0
251,1.3844899,0
252,-1.3768492,0
253,29.106609,0
254,59.418234,0
255,9.2085037,0
256,-6.3800619,0
257,-7.0358293,0
258,-6.4637769,0
259,-6.4371854,0
260,-5.1647984,0
261,-3.863426,0
262,-3.1811377,0
263,-3.7707598,0
264,-5.4834709,0
265,-5.9294787,0
266,-6.3114846,0
267,-6.2370691,0
268,-3.8655534,0
269,-5.1865207,0
270,-2.8107608,0
271,-2.7624439,0
272,-3.1332969,0
273,-3.1185355,0
274,-3.1441706,0
275,-0.35067118,0
276,0.052375658,0
277,1.6648376,0
278,0.67132186,0
279,0.71714644,0
280,-0.60707237,0
281,-0.011063611,0
282,-1.2938028,0
283,-7.9453903,0
284,40.065175,0
285,50.885428,0
286,-0.88777644,0
287,-11.09996,0
288,-13.565304,0
289,-10.434181,0
290,-8.8460784,0
291,-7.8829938,0
292,-6.2358432,0
293,-5.8001162,0
294,-7.0887627,0
295,-7.8738069,0
296,-8.1459187,0
297,-5.6105237,0
298,-4.7427462,0
299,-2.4657984,0
300,-0.75769669,0
301,-1.0990039,0
302,0.22479283,0
303,0.64666175,0
304,0.40500725,0
305,-1.2765809,0
306,-0.62731923,0
307,0.69624198,0
308,1.4044256,0
309,-0.049680128,0
310,0.57792378,0
311,-0.42183053,0
312,0.30840389,0
313,-0.5733834,0
314,0.59960673,0
315,57.091271,0
316,36.551263,0
317,-1.6605358,0
318,-9.9036755,0
319,-9.8168115,0
320,-8.7130547,0
321,-8.0967143,0
322,-6.1601632,0
323,-2.1947197,0
324,-0.41285244,0
325,0.2094647,0
326,0.49524185,0
