x_axis,y_axis,is_anomaly
0,-27.526846,0
1,-32.051492,0
2,-31.507567,0
3,-26.421654,0
4,-14.645886,0
5,-4.9777599,0
6,0.60870244,0
7,11.673689,0
8,16.28601,0
9,7.4874609,0
10,9.6095202,0
11,7.7655568,0
12,7.7251153,0
13,2.6721701,0
14,7.5600688,0
15,1.1190347,0
16,-2.6847612,0
17,-2.719086,0
18,-2.392134,0
19,-3.4788598,0
20,-6.0396207,0
21,-4.1254559,0
22,-0.00957051,0
23,-5.8388435,0
24,-4.7572278,0
25,-8.3251394,0
26,-4.2604133,0
27,-3.7508806,0
28,-6.3175659,0
29,-7.7138161,0
30,0.55549792,0
31,-1.8567483,0
32,4.8771333,0
33,-1.8052636,0
34,-3.4191875,0
35,-0.67293095,0
36,-2.7354513,0
37,0.96210057,0
38,8.6330566,0
39,23.716318,0
40,48.273237,0
41,132.2793,0
42,134.29159,0
43,-16.96244,0
44,-26.747924,0
45,-33.317445,0
46,-28.617458,0
47,-31.652483,0
48,-30.171956,0
49,-27.47031,0
50,-26.141163,0
51,-23.608791,0
52,-26.751488,0
53,-24.694249,0
54,-31.479279,0
55,-29.504183,0
56,-26.590851,0
57,-28.988067,0
58,-25.428847,0
59,-14.843172,0
60,3.523342,0
61,10.038024,0
62,16.762949,0
63,19.69035,0
64,24.736511,0
65,20.114084,0
66,18.812076,0
67,17.277102,0
68,12.8564,0
69,12.430854,0
70,10.379836,0
71,10.452962,0
72,8.9308771,0
73,7.3532706,0
74,5.9355189,0
75,5.6111524,0
76,2.0949248,0
77,0.39787207,0
78,-1.2811561,0
79,0.68526105,0
80,-2.8139975,0
81,1.0007212,0
82,-4.067243,0
83,-3.08045,0
84,-1.3375876,0
85,-3.0533766,0
86,-3.4579676,0
87,-0.51339225,0
88,4.5454097,0
89,-4.9763738,0
90,-7.2963667,0
91,-4.5273783,0
92,-4.1659906,0
93,-1.1620188,0
94,16.065259,0
95,19.886475,0
96,78.631463,0
97,148.49644,0
98,38.305937,0
99,-22.663555,0
100,-27.151469,0
101,-24.874921,0
102,-32.51287,0
103,-26.338495,0
104,-29.692432,0
105,-30.050287,0
106,-32.16869,0
107,-26.024318,0
108,-32.453184,0
109,-35.541403,0
110,-35.787003,0
111,-41.997436,0
112,-40.109584,0
113,-39.739085,0
114,-36.843444,0
115,-25.533483,0
116,-8.6215216,0
117,-2.8042008,0
118,2.0624312,0
119,11.180992,0
120,3.2693812,0
121,8.8461639,0
122,7.3466613,0
123,8.351619,0
124,5.7203111,0
125,5.563917,0
126,8.6426939,0
127,8.0324172,0
128,7.9492203,0
129,7.2650548,0
130,5.1022205,0
131,8.1179084,0
132,7.1673982,0
133,4.0505348,0
134,2.1110692,0
135,3.9739741,0
136,2.8095039,0
