x_axis,y_axis,is_anomaly
0,-1.221848,0
1,-0.23478801,0
2,-1.3547046,0
3,0.32060281,0
4,-5.4465778,0
5,46.58488,0
6,43.013473,0
7,-0.66277565,0
8,-10.706889,0
9,-11.265629,0
10,-10.590218,0
11,-8.7977483,0
12,-7.7337719,0
13,-6.301151,0
14,-5.8928518,0
15,-6.9812728,0
16,-7.3202861,0
17,-7.559669,0
18,-7.9477933,0
19,-7.5010378,0
20,-7.251194,0
21,-3.5313004,0
22,-1.1524197,0
23,-1.4703579,0
24,-1.1230023,0
25,-0.72808149,0
26,0.0061771011,0
27,0.72770737,0
28,2.9978021,0
29,3.4474778,0
30,6.0583965,0
31,4.7755008,0
32,5.8777745,0
33,5.7805867,0
34,5.807229,0
35,1.6031155,0
36,36.448794,0
37,65.724809,0
38,16.549805,0
39,-0.93924237,0
40,-1.9001704,0
41,-0.85862757,0
42,-0.081509631,0
43,-0.10411001,0
44,0.23693173,0
45,1.4849726,0
46,2.1869534,0
47,0.85720832,0
48,1.1262985,0
49,1.5280087,0
50,1.3518056,0
51,1.5255125,0
52,1.8630502,0
53,2.0300543,0
54,0.6614928,0
55,2.4091734,0
56,1.3284999,0
57,2.1184519,0
58,2.2950722,0
59,3.6702132,0
60,2.0597969,0
61,3.3283111,0
62,2.3711129,0
63,2.1544095,0
64,0.62100478,0
65,1.8164632,0
66,-1.8602902,0
67,41.00707,0
68,57.85186,0
69,4.740671,0
70,-8.352226,0
71,-9.4801574,0
72,-10.623697,0
73,-10.482234,0
74,-7.989571,0
75,-8.5238907,0
76,-7.451292,0
77,-7.5803451,0
78,-7.7465808,0
79,-8.5512661,0
80,-7.2842149,0
81,-5.8517667,0
82,-5.6428277,0
83,-7.7783009,0
84,-7.9227412,0
85,-4.5560795,0
86,-3.8056534,0
87,-3.5745049,0
88,-6.2314964,0
89,-3.3902951,0
90,-2.385748,0
91,-3.3544401,0
92,-4.1727456,0
93,-3.6462467,0
94,-3.2451472,0
95,-2.3575079,0
96,-1.673977,0
97,-8.0719039,0
98,35.985804,0
99,53.215961,0
100,-0.36492941,0
101,-10.552069,0
102,-12.045465,0
103,-11.886747,0
104,-12.277398,0
105,-8.6777706,0
106,-6.9765562,0
107,-7.6206051,0
108,-7.123205,0
109,-6.3657937,0
110,-7.5900917,0
111,-7.4552035,0
112,-8.3880644,0
113,-7.0056872,0
114,-8.3593735,0
115,-7.9925167,0
116,-8.4546603,0
117,-6.5941614,0
118,-5.4656706,0
119,-6.0658158,0
120,-5.7172197,0
121,-2.9010293,0
122,-2.9559889,0
123,-2.2852682,0
124,-2.1718971,0
125,-2.2987253,0
126,-3.7883734,0
127,-5.0426337,0
128,-8.6819721,0
129,12.1088,0
130,53.7113,0
131,8.7592334,0
132,-12.112762,0
133,-16.363677,0
134,-15.803195,0
135,-13.798706,0
136,-12.761494,0
137,-11.742828,0
138,-10.837811,0
139,-12.023153,0
140,-11.610857,0
141,-11.362225,0
142,-10.950718,0
143,-10.665693,0
144,-9.0347952,0
145,-7.9739537,0
146,-4.6935103,0
147,-4.1791168,0
148,-3.8138735,0
149,-2.8385932,0
150,-3.8915578,0
151,-3.7490323,0
152,-1.7148585,0
153,-1.6584985,0
154,-0.37698443,0
155,-1.743187,0
156,-0.27060929,0
157,-0.052985587,0
158,-0.058689652,0
159,-0.84860297,0
160,14.497522,0
161,59.547631,0
162,19.737186,0
163,-5.8859357,0
164,-11.234119,0
165,-10.081035,0
166,-10.096633,0
167,-8.1661493,0
168,-5.5849066,0
169,-4.2993898,0
170,-4.785158,0
171,-5.7823459,0
172,-6.1305355,0
173,-5.2235593,0
174,-1.2558737,0
175,-1.547715,0
176,-1.5052924,0
177,0.38633811,0
178,0.39405348,0
179,0.84711877,0
180,0.38898021,0
181,0.80972002,0
