x_axis,y_axis,is_anomaly
0,-32.576653,0
1,-36.151737,0
2,-35.639285,0
3,-27.271352,0
4,-15.776094,0
5,-6.7814553,0
6,1.0497403,0
7,12.622999,0
8,18.17655,0
9,9.5650543,0
10,11.987864,0
11,10.209487,0
12,10.598352,0
13,4.1663099,0
14,7.0678918,0
15,2.8993368,0
16,1.2861803,0
17,3.7999808,0
18,2.9708612,0
19,3.7554492,0
20,0.62406243,0
21,0.022848411,0
22,7.13558,0
23,-1.3349006,0
24,-0.080682799,0
25,-3.8448684,0
26,0.52908409,0
27,-1.1860399,0
28,-5.0591798,0
29,-5.0748655,0
30,2.3810503,0
31,-1.1362838,0
32,6.6818861,0
33,1.949517,0
34,-0.11799146,0
35,1.8169694,0
36,-1.5367571,0
37,0.98428899,0
38,12.274947,0
39,29.603761,0
40,54.425314,0
41,136.29931,0
42,137.40057,0
43,-10.313384,0
44,-18.247328,0
45,-22.447848,0
46,-20.687151,0
47,-20.321991,0
48,-18.515476,0
49,-19.094716,0
50,-21.189977,0
51,-19.248335,0
52,-20.108953,0
53,-19.961898,0
54,-26.850741,0
55,-25.980702,0
56,-29.001787,0
57,-31.629362,0
58,-27.265307,0
59,-17.061485,0
60,-1.7577561,0
61,5.5533036,0
62,11.433705,0
63,12.945278,0
64,16.230767,0
65,16.143042,0
66,16.004335,0
67,17.11007,0
68,13.884074,0
69,11.145411,0
70,13.181387,0
71,14.195918,0
72,13.38343,0
73,14.351627,0
74,11.588008,0
75,11.936526,0
76,10.651712,0
77,10.724856,0
78,6.7571001,0
79,8.9979408,0
80,8.986685,0
81,14.152741,0
82,5.6314019,0
83,4.8347877,0
84,7.5274808,0
85,5.545189,0
86,5.7377918,0
87,7.0888484,0
88,12.268016,0
89,2.1238187,0
90,-2.9577697,0
91,1.7375657,0
92,3.152313,0
93,4.8256645,0
94,22.173954,0
95,26.253154,0
96,80.617646,0
97,149.99716,0
98,40.825534,0
99,-20.512315,0
100,-22.608219,0
101,-22.325801,0
102,-26.926895,0
103,-18.245543,0
104,-21.111146,0
105,-21.990233,0
106,-24.540098,0
107,-18.068671,0
108,-23.674886,0
109,-28.202366,0
110,-27.808826,0
111,-34.999539,0
112,-32.490549,0
113,-28.422968,0
114,-24.685007,0
115,-14.376483,0
116,2.4514083,0
117,9.3786367,0
118,13.23818,0
119,18.624016,0
120,7.4086427,0
121,10.443369,0
122,8.1975373,0
123,7.5488709,0
124,5.5132201,0
125,2.5577271,0
126,6.9197049,0
127,6.3134721,0
128,3.4036822,0
129,3.9828205,0
130,2.2543273,0
131,0.84577308,0
132,-0.38932686,0
133,-4.0543104,0
134,-6.0111673,0
135,-3.7894489,0
136,-5.4971664,0
137,-1.5113507,0
138,-1.3033581,0
139,-1.925171,0
140,1.7969158,0
141,2.0396137,0
142,3.9471752,0
143,1.9777678,0
144,6.9818592,0
145,1.2164703,0
146,-0.087403021,0
147,2.5129365,0
148,2.5740764,0
149,18.59117,0
150,26.747867,0
151,37.426097,0
152,114.12068,0
153,165.83234,0
154,10.623245,0
155,-16.581767,0
156,-18.573683,0
157,-18.048356,0
158,-22.035591,0
159,-19.205322,0
160,-18.12622,0
161,-21.279459,0
162,-18.835786,0
163,-20.468266,0
164,-20.92296,0
165,-25.556883,0
166,-28.450844,0
167,-39.073475,0
168,-35.89441,0
169,-23.674535,0
170,-15.642234,0
171,-10.249372,0
172,0.096734487,0
173,7.0515204,0
174,17.649386,0
175,23.419169,0
176,23.676241,0
177,6.6888731,0
178,10.668609,0
179,9.3305694,0
180,10.97217,0
181,8.3543643,0
182,12.128462,0
183,3.3356679,0
184,5.6045464,0
185,5.5250969,0
186,4.9450208,0
187,2.5060002,0
188,4.0948521,0
189,6.6467455,0
190,6.7873434,0
191,7.9984324,0
192,3.9174806,0
193,1.3797299,0
194,3.0217156,0
195,0.74911619,0
196,-1.043759,0
197,-0.34868944,0
198,4.2904661,0
199,11.989733,0
200,0.17120758,0
201,0.063973215,0
202,-3.3845937,0
203,-3.3803531,0
204,10.08217,0
205,25.459091,0
206,30.303318,0
207,94.035519,0
208,157.03923,0
209,25.918191,0
210,-22.33437,0
211,-20.720466,0
212,-21.683218,0
213,-23.636343,0
214,-21.054241,0
215,-19.465367,0
216,-21.111912,0
217,-21.880983,0
218,-18.131227,0
219,-15.324622,0
220,-19.102259,0
221,-26.889601,0
222,-30.762948,0
223,-36.914312,0
224,-30.066373,0
225,-19.027834,0
226,-8.5577999,0
227,2.5579837,0
228,8.9163535,0
229,13.209174,0
230,21.765196,0
231,16.186225,0
232,14.355845,0
233,16.397434,0
234,15.40765,0
235,13.56416,0
236,10.954611,0
237,10.852209,0
238,12.461882,0
239,10.111566,0
240,6.0106675,0
241,2.6046515,0
242,1.4407866,0
243,2.8958443,0
244,0.074392395,0
245,-0.33438976,0
246,-2.185879,0
247,-5.3484529,0
248,-3.9499384,0
249,-5.1260476,0
250,-4.0293163,0
251,-4.5113295,0
252,-3.7359731,0
253,-1.5990678,0
254,-0.81815908,0
255,0.34602605,0
256,-6.0511497,0
257,-3.1624308,0
258,-6.6413732,0
259,-5.651985,0
260,14.853478,0
261,31.025197,0
262,43.254262,0
263,127.73376,0
264,144.94593,0
265,-8.6958933,0
266,-24.968979,0
267,-23.460715,0
268,-30.590123,0
269,-27.383392,0
270,-28.495141,0
271,-35.352541,0
272,-36.023209,0
273,-31.946748,0
274,-38.279598,0
275,-36.96881,0
276,-41.930371,0
277,-49.859631,0
278,-51.33147,0
279,-50.752412,0
280,-42.374335,0
281,-29.404776,0
282,-14.886409,0
283,-7.1387533,0
284,-3.6617834,0
285,0.54822806,0
286,5.9979635,0
287,2.8773395,0
288,1.5734029,0
289,0.3501901,0
290,1.2126925,0
291,-0.96931622,0
292,-1.4309241,0
293,-0.93383508,0
294,0.26184054,0
295,0.82227033,0
296,3.2955782,0
297,2.7590728,0
298,4.9722067,0
299,3.5547425,0
300,6.1136217,0
301,5.4402647,0
302,8.1294887,0
303,9.254094,0
304,10.554487,0
305,10.53724,0
306,3.0763741,0
307,9.3938627,0
308,7.6058852,0
309,9.4052137,0
310,15.227425,0
311,7.5189212,0
312,6.7566308,0
313,-0.80703004,0
314,-0.05435365,0
315,0.43486218,0
316,10.626284,0
317,27.67193,0
318,70.685186,0
319,141.70584,0
320,80.195545,0
321,-20.776645,0
322,-28.233787,0
323,-23.315075,0
324,-28.298984,0
325,-20.148955,0
326,-23.825788,0
327,-24.887673,0
328,-23.217415,0
329,-18.228135,0
330,-22.291887,0
331,-24.235641,0
332,-27.543349,0
333,-34.509736,0
334,-35.330184,0
335,-33.473048,0
336,-31.460652,0
337,-18.913854,0
338,-4.6104386,0
339,4.3541036,0
340,10.970418,0
341,12.311611,0
342,11.646813,0
343,6.0829186,0
344,6.8425698,0
345,6.8295655,0
346,5.4395593,0
347,3.6984102,0
348,7.9307232,0
349,8.5714488,0
350,1.4324485,0
351,2.0561102,0
352,0.64811043,0
353,5.356433,0
354,3.7183826,0
355,4.7191196,0
356,3.2236627,0
357,4.6629847,0
358,4.6402187,0
359,1.4047952,0
360,4.0485127,0
361,3.8196447,0
362,2.4449208,0
363,3.7733134,0
364,1.8606225,0
365,3.2725374,0
366,10.992226,0
367,3.9872809,0
368,2.7657365,0
369,-0.1083854,0
370,-3.4092524,0
371,-1.8328887,0
372,18.833116,0
373,30.056313,0
374,70.9884,0
375,148.94077,0
376,71.892739,0
377,-19.751536,0
378,-23.632077,0
379,-26.396062,0
380,-25.954645,0
381,-25.322687,0
382,-23.814349,0
383,-28.301463,0
384,-27.115782,0
385,-25.974328,0
386,-27.985112,0
387,-29.827976,0
388,-30.676523,0
389,-41.332694,0
390,-34.23229,0
391,-32.568485,0
392,-28.547802,0
393,-16.847785,0
394,-5.2069972,0
395,1.8846205,0
396,13.820616,0
397,8.9405303,0
398,10.716834,0
399,11.397045,0
400,9.4259695,0
401,7.3326175,0
402,5.1392238,0
403,1.7296788,0
404,4.2069331,0
405,1.4553772,0
406,1.5322162,0
407,-3.054106,0
408,-1.8011723,0
409,-0.69429321,0
410,-0.33937361,0
411,1.0247737,0
412,-3.4789158,0
413,2.1272559,0
414,-1.945256,0
415,0.62495304,0
416,-0.33144084,0
417,0.88799907,0
418,0.90002878,0
419,-0.68432711,0
420,-1.2966747,0
421,0.65354952,0
422,4.8377141,0
423,-4.9841262,0
424,-2.1416742,0
425,-2.9221224,0
426,-2.1789834,0
427,18.044511,0
428,31.929187,0
429,37.128399,0
430,114.96656,0
431,169.19785,0
432,7.3342243,0
433,-13.507495,0
434,-21.796421,0
435,-21.480488,0
436,-18.038259,0
437,-17.567337,0
438,-13.142686,0
439,-13.629695,0
440,-12.031322,0
441,-12.508091,0
442,-13.432666,0
443,-18.301281,0
444,-23.011435,0
445,-30.814628,0
446,-29.871747,0
447,-25.342055,0
448,-13.834872,0
449,2.3920663,0
450,8.0269387,0
451,12.862952,0
452,15.783264,0
453,14.725856,0
454,11.393635,0
455,4.2837215,0
456,10.92554,0
457,2.8544014,0
458,1.5591983,0
459,1.2725927,0
460,0.57197971,0
461,-1.1156004,0
462,-0.99858902,0
463,-3.9358766,0
464,-3.0758546,0
465,-5.9195465,0
466,-4.7485548,0
467,0.14223578,0
468,-0.43219259,0
469,0.085176741,0
470,1.64844,0
471,1.1964119,0
472,2.2543963,0
473,-1.5069953,0
474,-0.77590301,0
475,0.81621921,0
476,1.1886852,0
477,9.2564842,0
478,4.4228543,0
479,-0.44024904,0
480,2.597235,0
481,3.6647773,0
482,5.2919571,0
483,20.562917,0
484,39.445933,0
485,75.370952,0
486,156.6698,0
487,79.472829,0
488,-14.854053,0
489,-21.324645,0
490,-22.948778,0
491,-20.766311,0
492,-13.528583,0
493,-18.889696,0
494,-18.586671,0
495,-14.84084,0
496,-17.714709,0
497,-24.50239,0
498,-27.365539,0
499,-32.21272,0
500,-37.648452,0
501,-38.841825,0
502,-38.613689,0
503,-29.669078,0
504,-17.877377,0
505,-5.4899567,0
506,2.9977619,0
507,8.5137908,0
508,15.042222,0
509,13.399617,0
510,10.203936,0
511,5.6042713,0
512,1.4557377,0
513,-0.075503974,0
514,-0.99793104,0
515,1.3383798,0
516,-0.40993962,0
517,-3.8942737,0
518,-4.0702604,0
519,-2.6243028,0
520,-1.9976187,0
521,-3.6126612,0
522,-8.3773757,0
523,-2.4963915,0
524,-2.0884011,0
525,-3.2730096,0
526,-4.5008468,0
527,-0.94871277,0
528,-2.0532926,0
529,-1.4140838,0
530,2.578161,0
531,1.1814168,0
532,0.10517449,0
533,4.9102833,0
534,0.66415645,0
535,5.1866216,0
536,4.1758139,0
537,1.1109023,0
538,18.101521,0
539,29.909235,0
540,32.580072,0
541,120.55677,0
542,166.65305,0
543,3.6066908,0
544,-19.523605,0
545,-17.753535,0
546,-24.678066,0
547,-22.192973,0
548,-18.078535,0
549,-20.657623,0
550,-21.404987,0
551,-23.570717,0
552,-24.958943,0
553,-25.841638,0
554,-26.511587,0
555,-37.244457,0
556,-42.161622,0
557,-47.738383,0
558,-42.520081,0
559,-33.767446,0
560,-17.703547,0
561,-7.370126,0
562,-0.50289527,0
563,5.773892,0
